date;fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;wine type;sulphates;alcohol;quality;store type
21-06-2022;85;28;56;18;92;35;103;9969;33;white;75;105;high;bar
21-06-2022;82;28;4;24;52;4;10;;333;red;7;128;high;restaurant
21-06-2022;99;54;45;23;71;16;40;;339;red;62;94;medium;bar
21-06-2022;8;48;34;22;73;16;25;9936;328;white;66;124;medium;restaurant
21-06-2022;68;67;2;18;5;5;11;;348;red;52;95;medium;restaurant
22-06-2022;88;64;17;29;84;25;130;99818;323;white;54;96;medium;bar
22-06-2022;79;19;42;16;57;18;30;994;329;red;69;112;medium;restaurant
22-06-2022;69;54;4;3;77;7;27;;369;red;91;94;medium;bar
22-06-2022;71;75;1;22;59;11;18;;339;red;4;128;medium;store
23-06-2022;74;37;43;26;82;18;82;;333;red;68;97;medium;restaurant
23-06-2022;72;65;2;23;94;5;31;;367;white;8;97;medium;store
23-06-2022;79;37;23;18;77;23;49;9963;328;red;67;93;medium;bar
23-06-2022;69;765;18;24;243;55;48;;34;red;6;103;medium;restaurant
23-06-2022;81;575;22;21;77;12;65;;329;white;51;92;medium;bar
23-06-2022;69;765;2;23;63;35;63;;357;white;78;99;medium;restaurant
23-06-2022;93;715;24;21;7;5;20;;312;red;59;99;medium;restaurant
23-06-2022;66;61;1;19;8;8;25;;369;white;73;105;medium;bar
23-06-2022;81;66;7;22;98;25;129;;308;red;53;9;medium;bar
23-06-2022;78;645;0;55;86;5;18;;34;white;55;96;medium;bar
24-06-2022;74;39;48;2;82;14;67;;334;red;55;92;medium;store
24-06-2022;119;38;51;2;121;7;20;;324;red;76;104;medium;bar
24-06-2022;87;42;45;24;72;32;59;;333;white;77;12;medium;store
25-06-2022;125;56;49;24;64;5;27;9999;308;white;87;109;medium;store
25-06-2022;72;57;5;23;81;16;36;;338;white;6;103;medium;store
25-06-2022;89;12;45;18;75;10;21;;341;white;76;119;high;store
25-06-2022;106;34;49;32;78;20;78;9992;319;red;7;10;medium;bar
25-06-2022;61;6;8;18;71;14;45;;338;white;54;11;medium;restaurant
26-06-2022;96;33;52;22;74;13;25;;336;red;76;124;high;store
26-06-2022;92;43;52;23;83;14;23;9976;335;white;61;113;medium;restaurant
26-06-2022;92;92;24;26;87;12;93;;348;red;54;98;medium;bar
26-06-2022;75;5;36;61;71;17;102;;335;red;8;105;medium;store
26-06-2022;84;745;11;19;9;16;63;9965;319;red;82;96;medium;restaurant
26-06-2022;59;44;0;16;42;3;11;;348;red;85;117;medium;store
26-06-2022;71;16;44;25;68;17;31;;335;red;54;124;medium;store
26-06-2022;66;5;1;15;6;17;26;;34;red;58;98;medium;bar
27-06-2022;5;42;24;2;6;19;50;9917;372;red;74;14;high;restaurant
27-06-2022;84;67;19;22;93;11;75;;32;red;59;92;low;bar
27-06-2022;7;735;5;2;81;13;54;;339;white;57;98;medium;bar
28-06-2022;79;49;32;19;82;17;144;;32;white;55;95;medium;restaurant
28-06-2022;69;109;6;21;61;12;31;;351;white;43;114;low;bar
28-06-2022;98;45;38;25;81;34;66;;315;white;58;98;medium;store
28-06-2022;77;27;68;35;358;5;10;;325;red;108;99;high;store
28-06-2022;87;54;26;25;97;7;31;9976;327;red;6;93;medium;bar
01-07-2022;68;48;25;2;76;29;61;9953;334;white;6;104;medium;bar
01-07-2022;7;5;25;2;7;3;22;;325;red;63;92;medium;bar
01-07-2022;66;52;8;24;7;13;26;99358;34;red;72;125;high;store
01-07-2022;72;62;1;23;65;8;46;;332;white;51;118;medium;bar
02-07-2022;89;4;51;26;52;13;27;;332;red;9;134;high;restaurant
02-07-2022;75;52;16;19;85;12;35;;338;red;62;95;high;restaurant
02-07-2022;89;31;57;2;111;26;85;;326;red;53;97;medium;store
02-07-2022;108;4;41;22;84;7;17;;308;white;67;93;medium;restaurant
03-07-2022;119;38;49;27;98;12;42;10004;316;red;61;103;medium;restaurant
03-07-2022;81;78;23;26;59;5;15;;337;white;56;113;medium;store
03-07-2022;71;59;0;22;78;26;44;;342;red;68;108;medium;store
03-07-2022;68;51;1;21;74;9;25;;333;white;56;95;medium;store
03-07-2022;15;21;44;22;75;10;24;100005;307;white;84;92;high;store
04-07-2022;107;46;39;2;61;7;15;;318;white;62;95;medium;restaurant
04-07-2022;83;26;42;2;8;11;27;;321;red;8;94;medium;bar
04-07-2022;78;53;1;16;77;3;19;;316;white;46;98;medium;restaurant
04-07-2022;6;64;5;19;66;9;17;99496;352;red;78;106;medium;bar
04-07-2022;71;6;0;18;74;16;34;;347;white;7;99;medium;store
05-07-2022;85;18;51;175;71;45;88;;333;white;76;118;high;store
05-07-2022;7;6;3;45;68;20;110;;33;white;117;102;medium;restaurant
05-07-2022;76;51;15;28;11;33;73;;317;white;63;102;medium;restaurant
06-07-2022;72;52;7;14;74;5;20;9973;332;white;81;96;medium;store
06-07-2022;75;755;0;19;84;6;12;;334;white;49;97;low;restaurant
06-07-2022;10;56;24;22;79;19;58;;318;red;56;101;medium;store
06-07-2022;87;29;52;16;113;12;37;9969;325;red;58;95;medium;restaurant
06-07-2022;79;72;17;26;96;20;38;;34;white;53;95;medium;restaurant
07-07-2022;79;65;1;25;78;17;38;;334;red;74;117;high;restaurant
07-07-2022;113;37;41;23;88;6;16;;309;white;8;93;medium;bar
07-07-2022;62;36;24;22;95;19;42;;357;white;57;117;medium;restaurant
08-07-2022;102;36;64;29;122;10;41;;323;white;66;125;medium;restaurant
08-07-2022;68;49;22;23;71;13;24;99438;341;red;83;113;medium;restaurant
08-07-2022;95;46;24;27;92;14;44;;312;red;74;10;medium;store
08-07-2022;115;18;51;4;104;4;23;9996;328;red;97;101;medium;store
09-07-2022;89;48;53;4;101;3;10;;321;white;59;121;high;restaurant
09-07-2022;101;38;5;24;104;6;13;;322;red;65;116;high;restaurant
09-07-2022;75;4;18;16;79;24;58;;334;red;58;94;medium;bar
09-07-2022;118;38;55;21;71;5;19;9986;311;red;62;108;medium;store
09-07-2022;92;52;1;34;61;32;69;;274;red;20;94;low;restaurant
10-07-2022;71;52;3;26;76;21;92;99745;35;white;6;98;medium;store
10-07-2022;71;46;2;19;77;28;54;;337;white;64;104;medium;restaurant
10-07-2022;76;42;25;39;104;28;90;;315;red;57;91;medium;store
11-07-2022;82;;35;29;77;21;127;;323;white;62;94;medium;restaurant
11-07-2022;83;655;12;23;83;15;113;9966;317;white;66;98;medium;store
11-07-2022;8;42;17;2;73;6;18;;329;white;61;92;medium;restaurant
12-07-2022;107;35;53;26;7;5;16;;315;white;65;11;high;bar
12-07-2022;97;53;6;2;39;5;19;;33;white;86;124;medium;store
12-07-2022;116;41;58;28;96;25;101;100024;313;white;53;10;medium;bar
12-07-2022;68;62;8;19;68;28;38;99651;342;white;82;95;medium;restaurant
13-07-2022;87;82;2;12;7;36;48;;32;white;58;98;medium;bar
13-07-2022;82;6;17;23;72;11;73;;32;red;45;93;medium;restaurant
13-07-2022;73;73;24;19;108;18;102;;326;red;59;93;medium;restaurant
13-07-2022;77;69;22;19;84;18;94;;331;red;48;95;medium;bar
14-07-2022;63;55;15;18;77;26;35;99314;332;red;82;116;medium;restaurant
14-07-2022;69;52;25;26;81;10;37;;346;red;5;11;medium;bar
14-07-2022;71;735;16;19;1;15;77;9966;327;red;64;93;medium;store
14-07-2022;69;63;1;24;76;14;39;99522;334;white;53;108;medium;restaurant
15-07-2022;73;365;49;25;88;39;106;;336;white;78;11;medium;restaurant
15-07-2022;116;42;53;33;105;33;98;;32;red;95;92;medium;bar
15-07-2022;66;44;9;22;63;9;18;;342;white;69;113;medium;restaurant
15-07-2022;116;41;54;15;95;22;41;;302;red;76;99;high;store
15-07-2022;65;615;0;19;65;9;18;;346;red;65;92;medium;store
15-07-2022;93;43;44;19;85;9;22;99708;328;red;55;95;medium;bar
15-07-2022;82;51;24;2;79;16;86;99764;334;red;64;95;medium;store
15-07-2022;81;87;0;22;84;10;31;;325;red;5;98;medium;bar
15-07-2022;66;56;14;24;64;13;29;;342;white;62;117;high;bar
16-07-2022;14;41;63;38;89;6;47;10014;301;white;81;108;medium;store
16-07-2022;9;46;31;28;93;19;98;;332;red;63;95;medium;store
17-07-2022;68;59;6;6;6;11;18;;341;red;59;108;high;bar
17-07-2022;78;56;12;2;82;7;28;;337;red;5;94;medium;store
17-07-2022;10;;31;22;9;26;62;;318;red;63;102;medium;bar
17-07-2022;85;44;5;19;369;15;38;;301;white;11;94;medium;restaurant
18-07-2022;91;52;33;13;7;9;30;;324;white;6;93;medium;store
18-07-2022;102;44;42;2;71;7;20;99566;314;red;79;111;high;store
18-07-2022;102;23;37;22;57;14;36;;323;white;49;93;low;restaurant
18-07-2022;71;34;28;2;82;31;68;;345;white;48;94;medium;store
18-07-2022;98;124;34;2;79;32;151;;315;white;53;95;medium;store
18-07-2022;94;;46;46;94;3;10;;327;white;64;122;high;restaurant
19-07-2022;77;56;2;2;75;9;39;;348;red;62;93;medium;bar
19-07-2022;10;26;54;19;83;42;74;99451;298;white;63;118;high;store
20-07-2022;112;67;55;23;84;6;13;;317;white;71;95;medium;restaurant
20-07-2022;74;36;29;26;87;26;72;99645;339;red;68;11;medium;store
20-07-2022;75;51;2;17;84;13;31;;336;white;54;105;medium;restaurant
20-07-2022;88;42;21;25;92;33;88;;319;white;52;92;medium;bar
20-07-2022;159;36;65;75;96;22;71;;298;white;84;149;medium;bar
20-07-2022;119;57;5;26;82;6;32;;312;red;78;107;medium;store
20-07-2022;66;63;0;43;93;51;775;99558;32;red;45;95;medium;bar
20-07-2022;75;53;6;26;86;20;44;9965;338;white;59;107;medium;restaurant
20-07-2022;61;56;0;22;79;6;9;;359;white;54;115;medium;restaurant
20-07-2022;71;61;2;25;81;17;87;;348;white;6;97;medium;store
21-07-2022;86;47;27;23;55;14;28;;318;white;8;112;medium;bar
21-07-2022;93;655;26;2;96;5;35;;325;red;42;96;medium;restaurant
21-07-2022;75;5;36;61;71;17;102;9978;335;red;8;105;medium;bar
22-07-2022;9;4;43;24;68;29;46;;32;red;6;122;medium;restaurant
22-07-2022;7;62;8;18;76;8;24;;348;white;53;9;medium;restaurant
22-07-2022;104;41;55;32;76;22;54;;315;white;89;99;medium;restaurant
22-07-2022;82;59;0;25;93;19;58;;35;red;65;93;medium;store
23-07-2022;74;29;38;17;62;9;30;;341;white;53;95;medium;restaurant
23-07-2022;119;58;66;25;72;6;37;9992;305;red;56;10;medium;restaurant
23-07-2022;79;69;21;21;8;33;141;9962;325;red;51;99;medium;store
23-07-2022;64;64;21;18;81;14;31;;359;red;66;98;medium;store
23-07-2022;64;79;4;22;61;11;17;;353;red;65;104;medium;restaurant
24-07-2022;71;36;3;16;8;35;70;;344;red;5;94;medium;restaurant
24-07-2022;73;835;3;21;92;10;19;;339;white;47;96;medium;store
24-07-2022;92;54;31;23;112;11;38;99699;324;red;56;109;medium;store
24-07-2022;94;4;47;25;87;6;20;;315;white;5;105;medium;bar
25-07-2022;84;;12;18;72;38;46;99504;338;white;89;118;medium;bar
25-07-2022;65;88;3;56;79;23;47;;358;white;5;112;low;restaurant
25-07-2022;7;62;1;14;71;27;63;;328;red;61;92;medium;restaurant
25-07-2022;92;31;36;22;79;11;31;;333;white;86;12;high;bar
25-07-2022;76;36;31;17;79;26;65;;346;red;62;95;medium;restaurant
25-07-2022;73;305;39;12;59;7;11;;329;white;52;115;medium;bar
25-07-2022;97;295;4;15;73;14;21;99556;314;white;51;109;medium;store
25-07-2022;104;26;48;19;66;6;10;;333;red;87;109;medium;restaurant
26-07-2022;71;27;6;21;74;17;25;99814;338;red;72;106;medium;store
26-07-2022;91;6;0;19;58;5;10;;318;red;63;104;medium;bar
27-07-2022;72;66;33;25;68;34;102;99414;327;red;78;128;medium;restaurant
27-07-2022;102;34;48;21;52;5;9;;32;red;69;121;high;restaurant
27-07-2022;91;775;22;22;79;12;48;;318;white;51;96;medium;bar
27-07-2022;84;6;1;22;85;14;111;;315;white;66;98;medium;bar
27-07-2022;84;715;2;24;76;10;38;99735;331;white;64;94;medium;bar
27-07-2022;87;69;31;3;86;23;81;10002;348;red;74;116;medium;store
28-07-2022;119;38;49;27;98;12;42;;316;red;61;103;medium;restaurant
28-07-2022;66;61;1;19;8;8;25;99746;369;red;73;105;medium;bar
28-07-2022;116;58;66;22;74;10;47;;325;red;57;9;low;bar
28-07-2022;118;33;49;34;93;54;80;;33;white;76;107;high;bar
01-08-2022;9;36;52;21;111;5;10;99568;331;red;62;113;medium;bar
01-08-2022;82;635;1;21;73;25;60;99638;329;white;75;109;medium;bar
01-08-2022;74;64;17;54;168;52;98;;328;white;5;95;medium;store
01-08-2022;79;54;34;25;76;8;17;;32;red;72;131;high;store
01-08-2022;8;62;33;27;88;16;37;;331;white;58;107;medium;restaurant
01-08-2022;89;565;34;3;93;16;112;;338;white;61;95;medium;bar
02-08-2022;8;67;3;2;6;38;62;;326;white;56;102;medium;bar
02-08-2022;74;785;19;52;94;19;98;99713;316;red;52;96;medium;store
02-08-2022;119;695;53;34;128;7;21;;317;white;84;122;high;restaurant
03-08-2022;73;67;5;36;107;6;20;;34;red;63;101;medium;store
03-08-2022;76;43;4;27;82;6;11;;344;white;54;122;medium;bar
03-08-2022;7;23;4;16;63;21;67;;35;white;63;111;medium;store
03-08-2022;72;835;0;2;166;4;11;;339;red;52;10;medium;store
03-08-2022;86;47;27;23;55;14;28;;318;white;8;112;medium;restaurant
04-08-2022;71;6;1;23;79;24;37;;34;white;61;109;medium;restaurant
04-08-2022;67;67;2;19;61;26;42;99489;339;white;82;109;medium;store
04-08-2022;79;34;36;19;65;5;10;;327;red;54;112;high;restaurant
04-08-2022;67;32;44;24;61;24;34;;329;white;8;116;high;bar
05-08-2022;73;735;0;22;8;18;28;99765;341;white;6;94;medium;restaurant
05-08-2022;91;47;49;26;94;38;106;;308;white;59;91;medium;restaurant
05-08-2022;63;39;8;17;66;3;20;9954;334;red;58;94;medium;store
05-08-2022;57;113;9;15;172;7;19;;35;white;48;98;low;bar
06-08-2022;109;53;49;46;118;10;17;;307;white;56;117;medium;restaurant
06-08-2022;75;;22;18;82;43;60;99499;31;red;42;92;medium;bar
06-08-2022;67;46;24;17;77;18;34;;339;red;6;106;medium;bar
08-08-2022;83;53;0;14;7;6;14;99593;325;red;64;10;medium;store
08-08-2022;104;44;73;655;74;38;76;;317;red;85;12;high;restaurant
09-08-2022;78;545;12;25;68;11;35;;334;white;61;116;medium;bar
09-08-2022;85;47;27;19;58;18;38;;316;red;85;111;medium;store
09-08-2022;76;63;3;2;8;27;43;;344;white;64;109;medium;restaurant
09-08-2022;135;53;79;48;12;23;77;;318;white;77;13;medium;restaurant
09-08-2022;93;27;41;2;91;6;16;;328;red;7;97;medium;store
09-08-2022;72;38;3;18;73;31;70;99685;342;white;59;95;medium;store
09-08-2022;61;58;23;25;44;16;70;;346;white;65;125;medium;bar
09-08-2022;99;25;46;17;62;26;42;;318;white;83;106;medium;store
10-08-2022;78;645;0;2;82;8;16;9964;338;white;59;98;medium;bar
10-08-2022;76;42;8;27;84;15;48;;321;red;59;10;medium;bar
10-08-2022;86;47;3;3;76;30;135;9976;33;white;53;94;medium;bar
10-08-2022;104;43;5;23;68;13;19;;31;red;87;114;medium;bar
11-08-2022;7;43;36;16;89;14;37;;334;white;56;92;medium;store
11-08-2022;117;28;47;17;54;17;32;;315;red;67;106;high;store
11-08-2022;69;635;17;24;241;6;18;;34;white;59;103;medium;bar
11-08-2022;88;61;3;28;88;17;46;;326;red;51;93;low;bar
11-08-2022;88;37;48;21;97;39;145;;304;white;103;93;medium;restaurant
11-08-2022;6;33;32;129;54;6;113;;33;red;56;115;low;store
11-08-2022;91;21;37;16;67;6;10;;323;white;58;111;high;restaurant
12-08-2022;82;133;0;17;81;3;12;;353;red;49;109;medium;store
12-08-2022;7;69;7;25;91;15;21;;338;red;6;113;medium;store
12-08-2022;98;5;49;26;25;5;20;;331;red;79;107;medium;store
12-08-2022;72;33;33;17;61;3;13;;323;white;11;10;high;bar
12-08-2022;79;765;0;2;84;9;22;99619;333;white;68;109;medium;store
12-08-2022;73;695;0;25;75;3;13;;349;white;52;92;medium;store
12-08-2022;7;69;0;19;114;3;10;;335;red;6;97;medium;store
13-08-2022;54;74;9;17;89;16;26;;367;white;56;116;medium;restaurant
13-08-2022;84;37;43;23;63;12;19;9955;317;white;81;112;high;restaurant
13-08-2022;86;83;0;28;95;17;43;99822;333;red;6;104;medium;restaurant
13-08-2022;84;37;53;18;413;9;26;9979;306;white;106;91;medium;store
13-08-2022;73;45;36;59;74;12;87;;333;red;83;105;medium;store
13-08-2022;63;39;16;14;8;11;23;;334;white;56;93;medium;store
13-08-2022;52;34;0;18;5;27;63;;368;white;79;14;medium;bar
14-08-2022;8;28;44;18;81;28;68;;336;red;66;112;medium;restaurant
14-08-2022;81;725;22;22;72;11;41;;336;white;55;91;medium;restaurant
14-08-2022;12;38;56;21;93;6;24;;314;white;71;109;medium;bar
14-08-2022;78;52;25;19;81;14;38;;343;red;65;9;medium;store
14-08-2022;109;32;52;18;132;17;44;99734;328;white;77;115;medium;bar
14-08-2022;86;685;1;16;92;3;12;;331;red;65;955;medium;restaurant
14-08-2022;72;54;27;26;84;12;78;;339;red;71;11;medium;store
14-08-2022;75;;24;2;78;10;28;;345;red;78;95;medium;restaurant
15-08-2022;91;68;11;28;93;11;44;;331;white;55;95;medium;store
15-08-2022;7;43;2;19;8;15;28;;335;white;81;106;medium;bar
15-08-2022;93;39;44;21;107;34;125;;314;white;122;95;medium;restaurant
15-08-2022;75;49;19;19;76;10;44;;339;white;54;97;medium;bar
15-08-2022;72;67;0;22;68;10;24;;342;white;72;111;medium;store
15-08-2022;78;41;68;17;467;18;69;9973;308;red;131;93;medium;restaurant
15-08-2022;114;6;49;27;85;10;41;;315;red;63;105;medium;bar
16-08-2022;59;19;21;17;45;57;135;;332;white;44;95;medium;store
16-08-2022;75;1115;1;31;86;5;12;;354;white;6;112;low;store
16-08-2022;137;415;68;29;85;17;43;;306;white;8;10;medium;bar
16-08-2022;82;42;49;26;84;32;55;;334;red;75;87;medium;bar
16-08-2022;56;31;37;14;74;12;96;;332;red;58;92;medium;bar
16-08-2022;9;38;41;24;103;6;10;99604;313;red;58;119;high;bar
17-08-2022;66;58;2;2;62;37;53;;335;red;76;116;high;restaurant
17-08-2022;7;5;14;18;78;10;23;;353;red;61;104;medium;bar
17-08-2022;69;;14;24;85;21;40;;343;white;63;97;medium;store
17-08-2022;72;34;21;25;75;41;68;;337;red;54;101;medium;store
17-08-2022;78;53;4;17;76;17;31;9964;333;red;56;10;medium;store
17-08-2022;79;58;23;23;76;23;94;99686;321;white;58;95;medium;bar
18-08-2022;123;5;49;22;89;5;14;;319;red;44;96;medium;store
18-08-2022;124;;51;2;59;6;24;;304;white;6;93;medium;restaurant
19-08-2022;72;655;3;18;78;7;12;;334;red;39;95;medium;bar
19-08-2022;7;685;0;19;67;40;63;;36;white;81;99;medium;store
19-08-2022;77;665;0;24;9;8;19;;327;white;73;93;medium;restaurant
20-08-2022;76;158;0;21;137;5;9;99476;35;white;4;109;low;restaurant
20-08-2022;8;45;23;22;94;16;29;;321;red;49;102;medium;store
20-08-2022;9;43;34;25;8;26;86;;338;red;62;95;medium;bar
20-08-2022;116;23;57;18;74;3;8;9981;314;red;7;99;medium;bar
20-08-2022;52;32;25;18;103;13;50;;338;red;55;92;medium;restaurant
21-08-2022;54;58;8;19;59;20;31;;35;red;64;102;medium;store
21-08-2022;6;;4;22;92;13;26;;346;red;47;10;medium;bar
21-08-2022;75;61;2;17;76;36;60;99494;31;white;4;93;medium;restaurant
21-08-2022;84;39;1;17;75;6;25;;309;white;43;97;medium;restaurant
21-08-2022;91;3;41;2;68;10;24;99523;327;red;85;117;high;bar
22-08-2022;76;5;29;23;86;5;14;;332;white;62;115;medium;restaurant
22-08-2022;89;5;21;22;88;21;39;;333;red;83;111;medium;bar
22-08-2022;7;65;2;21;66;8;25;;347;white;67;95;medium;restaurant
22-08-2022;68;77;0;18;66;34;52;;362;white;68;99;medium;restaurant
22-08-2022;73;48;32;21;62;31;54;;33;red;65;10;high;bar
22-08-2022;93;37;44;16;38;21;42;99526;324;red;81;108;high;bar
22-08-2022;66;695;0;21;75;12;56;;349;white;67;92;medium;store
23-08-2022;106;31;49;22;63;18;40;;314;red;51;98;medium;store
23-08-2022;65;53;6;2;63;29;44;;338;red;83;103;medium;store
23-08-2022;92;43;49;24;86;23;116;;323;white;64;95;medium;restaurant
23-08-2022;111;31;53;22;6;3;10;;302;white;83;109;high;bar
24-08-2022;62;44;39;25;77;6;14;99555;351;red;69;11;medium;restaurant
24-08-2022;82;44;24;23;63;10;28;;325;white;53;102;medium;store
24-08-2022;104;41;55;32;76;22;54;9996;315;white;89;99;medium;store
24-08-2022;113;62;67;52;86;6;19;;322;red;69;134;high;bar
24-08-2022;94;3;56;28;8;6;17;9964;315;red;92;117;high;bar
25-08-2022;84;34;42;21;72;23;36;99392;311;red;78;124;medium;bar
25-08-2022;9;58;25;2;104;8;21;;327;red;72;96;medium;restaurant
25-08-2022;65;46;14;24;114;9;37;;366;red;65;98;medium;store
26-08-2022;8;62;35;28;86;28;52;997;331;white;62;108;medium;restaurant
26-08-2022;92;755;18;22;148;10;103;;287;white;136;102;medium;restaurant
26-08-2022;67;855;2;19;64;29;38;;33;red;56;1075;medium;restaurant
26-08-2022;66;735;2;79;122;68;124;;347;white;53;99;medium;bar
26-08-2022;88;55;4;22;119;14;56;;321;red;6;109;medium;bar
27-08-2022;126;41;54;28;103;19;41;;321;red;76;113;medium;store
27-08-2022;83;26;42;2;8;11;27;9974;321;red;8;94;medium;store
27-08-2022;72;41;3;21;83;35;72;;344;white;52;94;medium;store
27-08-2022;91;22;24;21;78;1;28;999;341;red;87;103;medium;bar
27-08-2022;78;5;17;16;82;21;102;996;339;white;48;95;medium;restaurant
28-08-2022;69;74;3;23;54;7;16;;345;red;63;115;medium;store
28-08-2022;72;66;3;23;78;16;86;99743;353;white;57;97;medium;store
28-08-2022;6;5;0;14;57;15;26;;336;red;45;95;medium;restaurant
28-08-2022;83;54;24;34;76;16;112;9976;327;white;61;94;medium;bar
28-08-2022;82;32;42;23;98;3;9;;327;red;55;123;medium;restaurant
01-09-2022;87;31;46;14;59;11;25;;336;white;76;101;medium;restaurant
01-09-2022;62;57;1;21;48;4;11;;344;white;76;108;medium;store
01-09-2022;75;725;4;15;76;8;15;;326;white;53;96;medium;bar
01-09-2022;74;635;1;24;8;16;33;;358;red;69;108;high;bar
01-09-2022;133;29;75;28;84;23;43;;304;white;68;114;high;store
01-09-2022;71;59;1;23;8;27;43;;342;white;58;107;medium;bar
02-09-2022;76;55;21;22;71;7;28;;328;white;55;97;medium;store
03-09-2022;10;42;5;34;107;7;21;;326;red;93;118;medium;bar
03-09-2022;77;935;43;22;114;22;114;;325;white;73;92;medium;bar
03-09-2022;68;64;3;23;75;14;31;99545;336;red;58;104;medium;restaurant
03-09-2022;12;63;5;14;71;6;26;;307;red;6;104;low;store
03-09-2022;8;18;37;9;49;36;109;99007;289;white;44;127;medium;restaurant
03-09-2022;71;43;42;55;7;29;129;;342;white;72;105;medium;restaurant
04-09-2022;8;3;63;16;81;16;29;99588;33;red;78;108;medium;store
04-09-2022;88;59;18;29;89;12;74;;314;red;54;94;medium;store
04-09-2022;75;6;32;27;103;13;98;;345;white;62;95;medium;bar
04-09-2022;107;9;34;66;112;23;99;100289;322;white;68;93;medium;bar
04-09-2022;84;635;36;2;89;15;55;99745;331;white;57;104;low;store
04-09-2022;105;24;47;21;66;6;24;;315;red;9;11;high;store
04-09-2022;71;715;0;235;71;21;47;99632;329;red;45;94;medium;restaurant
05-09-2022;67;56;9;29;79;7;22;99669;346;red;61;102;medium;restaurant
05-09-2022;78;57;31;18;69;26;120;;329;white;53;93;medium;bar
05-09-2022;56;54;4;17;49;5;13;;372;red;58;114;medium;bar
05-09-2022;6;54;6;18;5;38;89;99236;33;white;5;1055;medium;bar
05-09-2022;72;695;13;2;76;12;20;99546;329;red;54;101;medium;store
05-09-2022;86;725;24;66;117;31;134;;332;white;107;93;medium;store
06-09-2022;96;56;23;34;102;37;92;;33;white;65;101;medium;bar
06-09-2022;155;645;49;42;95;10;23;;292;red;74;111;medium;restaurant
07-09-2022;77;39;12;17;97;19;27;;316;white;49;94;medium;restaurant
07-09-2022;75;61;26;19;73;24;88;;33;white;53;98;medium;bar
07-09-2022;85;34;44;17;79;6;12;99605;352;white;63;107;medium;store
07-09-2022;71;67;0;23;83;18;27;;344;white;54;94;medium;bar
07-09-2022;81;53;22;22;78;33;89;;326;white;46;96;medium;store
07-09-2022;6;5;0;14;57;15;26;99448;336;white;45;95;medium;store
07-09-2022;56;85;5;14;45;12;88;;356;red;82;129;high;store
08-09-2022;102;54;37;154;214;55;95;;318;red;77;9;medium;bar
08-09-2022;61;64;2;24;69;26;46;;347;red;45;11;medium;bar
08-09-2022;61;715;1;26;53;13;27;;357;red;5;119;medium;restaurant
09-09-2022;83;31;39;24;78;17;43;;331;white;77;125;high;bar
09-09-2022;77;63;8;19;76;15;27;;332;red;54;95;medium;bar
09-09-2022;62;45;2;16;69;3;15;;341;white;56;92;medium;restaurant
09-09-2022;61;4;16;18;69;11;25;9955;342;red;74;101;high;bar
09-09-2022;99;;41;23;83;11;61;;321;white;5;95;medium;store
10-09-2022;82;38;32;25;8;24;71;;327;white;85;11;medium;bar
10-09-2022;12;39;66;3;93;12;30;;318;white;63;108;high;bar
10-09-2022;79;2;35;17;54;7;15;;332;red;8;119;high;bar
10-09-2022;71;68;7;19;75;16;51;;338;white;52;95;medium;bar
10-09-2022;74;68;16;18;78;12;39;;35;white;7;99;medium;restaurant
11-09-2022;125;28;54;23;82;12;29;;311;red;136;98;high;restaurant
11-09-2022;7;43;3;2;85;6;39;;333;white;46;119;medium;restaurant
11-09-2022;75;42;31;16;8;15;42;9978;331;red;64;9;medium;bar
11-09-2022;79;18;4;22;49;38;67;;333;red;93;113;medium;restaurant
11-09-2022;68;815;0;12;267;16;29;99471;332;white;51;98;low;restaurant
11-09-2022;73;32;23;23;66;35;70;;343;red;62;101;medium;store
12-09-2022;68;68;9;39;68;15;29;99524;341;white;52;111;low;restaurant
12-09-2022;91;22;24;21;78;1;28;;341;red;87;103;medium;bar
12-09-2022;7;65;2;21;66;8;25;;347;white;67;95;medium;store
12-09-2022;83;66;15;19;79;17;42;;331;white;54;96;medium;store
13-09-2022;7;62;18;15;62;7;50;;308;white;6;93;medium;restaurant
13-09-2022;104;24;46;18;75;6;21;;325;white;102;108;high;restaurant
13-09-2022;115;3;6;2;67;12;27;9981;311;red;97;101;medium;store
13-09-2022;75;27;34;23;5;4;8;;34;red;64;11;high;restaurant
13-09-2022;62;58;0;16;65;8;18;;356;white;84;94;medium;store
13-09-2022;108;89;3;26;132;7;60;;299;white;118;102;medium;bar
13-09-2022;73;67;2;22;72;31;92;;332;red;68;110667000000000;medium;bar
14-09-2022;95;86;26;19;79;13;28;;325;red;62;10;medium;bar
14-09-2022;78;56;19;18;104;12;47;;319;white;93;95;medium;bar
15-09-2022;66;84;3;23;59;32;48;9952;352;white;56;123;high;bar
15-09-2022;98;37;39;25;79;28;65;;316;red;59;98;medium;store
15-09-2022;84;745;11;19;9;16;63;;319;red;82;96;medium;store
15-09-2022;59;55;1;22;62;39;51;;352;white;76;112;medium;restaurant
15-09-2022;71;66;0;39;86;17;45;;346;red;54;95;medium;bar
15-09-2022;8;43;36;23;75;10;48;;334;white;46;94;medium;store
16-09-2022;67;48;2;22;8;36;111;;31;red;53;97;medium;store
16-09-2022;83;28;48;21;93;6;12;;326;red;62;124;high;restaurant
